course_id,course_number,total_students,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,A_count,B_count,C_count,D_count,F_count,avg_gpa
JCOM 319,319,28,3,14,6,1,3,1,0,0,0,0,0,0,0,23,5,0,0,0,3.757
JCOM 321,321,11,2,3,4,0,2,0,0,0,0,0,0,0,0,9,2,0,0,0,3.709
JCOM 330,330,25,0,3,3,3,4,4,2,3,1,0,2,0,0,6,11,6,2,0,2.804
JCOM 331,331,138,0,30,39,33,15,13,6,2,0,0,0,0,0,69,61,8,0,0,3.414
JCOM 332,332,136,0,39,30,25,24,6,2,4,1,0,1,1,3,69,55,7,2,3,3.336
JCOM 341,341,54,0,7,16,10,6,12,0,3,0,0,0,0,0,23,28,3,0,0,3.27
JCOM 342,342,20,0,2,5,5,7,1,0,0,0,0,0,0,0,7,13,0,0,0,3.335
JCOM 345,345,55,1,18,11,7,13,3,2,0,0,0,0,0,0,30,23,2,0,0,3.482
JCOM 347,347,55,0,11,26,8,7,1,0,1,1,0,0,0,0,37,16,2,0,0,3.527
JCOM 350,350,426,71,234,106,12,3,0,0,0,0,0,0,0,0,411,15,0,0,0,3.899
JCOM 351,351,218,14,93,65,30,12,1,2,1,0,0,0,0,0,172,43,3,0,0,3.728
JCOM 352,352,194,29,57,52,26,21,5,1,1,0,0,1,0,1,138,52,2,1,1,3.629
JCOM 353,353,97,8,50,18,8,5,5,2,0,0,0,1,0,0,76,18,2,1,0,3.702
JCOM 354,354,24,8,10,2,1,1,1,1,0,0,0,0,0,0,20,3,1,0,0,3.779
JCOM 355,355,27,0,19,6,2,0,0,0,0,0,0,0,0,0,25,2,0,0,0,3.881
JCOM 356,356,51,0,7,11,16,8,3,3,2,0,0,0,0,1,18,27,5,0,1,3.225
JCOM 359,359,84,0,9,25,32,14,2,0,2,0,0,0,0,0,34,48,2,0,0,3.399
JCOM 360,360,48,12,24,12,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,3.925
JCOM 361,361,141,24,63,37,7,5,3,1,1,0,0,0,0,0,124,15,2,0,0,3.797
JCOM 365,365,70,14,11,19,11,9,1,1,0,2,0,0,0,2,44,21,3,0,2,3.457
JCOM 370,370,540,37,137,136,70,82,40,11,10,3,4,3,1,6,310,192,24,8,6,3.414
JCOM 371,371,183,0,24,60,47,38,7,4,1,2,0,0,0,0,84,92,7,0,0,3.391
JCOM 372,372,112,21,38,29,11,4,5,1,1,0,0,0,0,2,88,20,2,0,2,3.655
JCOM 385,385,49,11,18,8,6,2,3,0,1,0,0,0,0,0,37,11,1,0,0,3.704
JCOM 399,399,57,28,18,3,3,1,0,1,1,1,0,1,0,0,49,4,3,1,0,3.772
JCOM 408,408,36,7,14,8,3,3,1,0,0,0,0,0,0,0,29,7,0,0,0,3.756
JCOM 410,410,80,6,44,20,8,2,0,0,0,0,0,0,0,0,70,10,0,0,0,3.83
JCOM 411M,411M,18,0,5,9,4,0,0,0,0,0,0,0,0,0,14,4,0,0,0,3.694
JCOM 415,415,19,0,3,2,2,4,0,1,4,2,0,1,0,0,5,6,7,1,0,2.774
JCOM 416,416,12,0,0,2,3,2,4,0,0,1,0,0,0,0,2,9,1,0,0,2.983
JCOM 418,418,28,14,11,2,1,0,0,0,0,0,0,0,0,0,27,1,0,0,0,3.954
JCOM 419,419,26,0,14,12,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3.862
JCOM 420,420,11,3,5,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3.918
JCOM 421,421,12,0,5,1,2,1,0,2,0,0,0,0,0,1,6,3,2,0,1,3.158
JCOM 424,424,27,0,10,8,8,1,0,0,0,0,0,0,0,0,18,9,0,0,0,3.667
JCOM 426,426,21,0,3,6,5,1,3,0,1,1,0,0,0,1,9,9,2,0,1,3.119
JCOM 431,431,14,0,4,4,0,1,1,0,1,0,0,2,0,1,8,2,1,2,1,2.893
JCOM 435,435,54,0,12,11,6,13,6,3,1,1,0,0,0,1,23,25,5,0,1,3.228
JCOM 442,442,17,0,2,5,2,6,2,0,0,0,0,0,0,0,7,10,0,0,0,3.324
JCOM 454,454,28,0,14,10,2,0,1,0,1,0,0,0,0,0,24,3,1,0,0,3.725
JCOM 455,455,47,0,10,18,7,6,3,2,1,0,0,0,0,0,28,16,3,0,0,3.455
JCOM 456,456,31,15,8,6,2,0,0,0,0,0,0,0,0,0,29,2,0,0,0,3.897
JCOM 457,457,46,0,12,18,8,2,2,2,0,0,0,0,1,1,30,12,2,1,1,3.428
JCOM 461,461,242,14,84,79,33,23,8,1,0,0,0,0,0,0,177,64,1,0,0,3.662
JCOM 462,462,19,10,9,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4.0
JCOM 468,468,16,0,5,6,2,1,1,1,0,0,0,0,0,0,11,4,1,0,0,3.55
JCOM 470,470,311,75,91,70,27,13,9,5,7,7,3,3,1,0,236,49,19,7,0,3.603
JCOM 471,471,135,24,43,30,19,13,3,0,1,1,0,0,0,1,97,35,2,0,1,3.648
JCOM 472,472,67,26,33,5,2,1,0,0,0,0,0,0,0,0,64,3,0,0,0,3.942
JCOM 473,473,29,20,7,0,2,0,0,0,0,0,0,0,0,0,27,2,0,0,0,3.952
JCOM 474,474,24,2,18,2,0,0,1,0,1,0,0,0,0,0,22,1,1,0,0,3.838
JCOM 476,476,34,0,13,16,1,3,1,0,0,0,0,0,0,0,29,5,0,0,0,3.712
JCOM 477,477,54,0,44,8,1,1,0,0,0,0,0,0,0,0,52,2,0,0,0,3.924
JCOM 478,478,30,11,11,6,1,0,0,1,0,0,0,0,0,0,28,1,1,0,0,3.86
JCOM 480,480,25,2,4,8,3,2,4,2,0,0,0,0,0,0,14,9,2,0,0,3.396
JCOM 485,485,23,0,14,2,1,1,2,1,1,1,0,0,0,0,16,4,3,0,0,3.526
JCOM 510,510,19,4,8,6,0,1,0,0,0,0,0,0,0,0,18,1,0,0,0,3.853
JCOM 557,557,19,1,13,4,0,0,0,0,1,0,0,0,0,0,18,0,1,0,0,3.832
JCOM 607,607,21,0,12,8,0,0,1,0,0,0,0,0,0,0,20,1,0,0,0,3.824
JCOM 610,610,44,6,22,7,7,2,0,0,0,0,0,0,0,0,35,9,0,0,0,3.795
JCOM 611,611,35,0,20,14,0,1,0,0,0,0,0,0,0,0,34,1,0,0,0,3.851
JCOM 613,613,13,0,7,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3.862
JCOM 624,624,15,5,5,3,0,0,1,0,0,0,0,1,0,0,13,1,0,1,0,3.653
JCOM 629,629,25,0,8,8,2,1,5,0,0,0,0,0,0,1,16,8,0,0,1,3.388
JCOM 664,664,20,4,11,2,1,1,0,0,1,0,0,0,0,0,17,2,1,0,0,3.785
JCOM 665,665,18,0,12,3,2,0,0,0,0,0,0,0,1,0,15,2,0,1,0,3.689
JDST 212,212,220,19,82,34,25,26,9,8,10,1,0,2,0,4,135,60,19,2,4,3.44
JDST 213,213,189,38,60,27,34,15,3,1,4,2,0,1,1,3,125,52,7,2,3,3.559
JDST 330,330,185,25,55,30,24,24,10,4,6,1,0,3,1,2,110,58,11,4,2,3.437
JDST 340,340,31,3,6,4,6,6,4,2,0,0,0,0,0,0,13,16,2,0,0,3.355
JDST 352,352,35,4,4,9,6,5,1,1,1,2,2,0,0,0,17,12,4,2,0,3.231
JDST 353,353,78,8,30,19,3,10,1,2,1,1,0,1,0,2,57,14,4,1,2,3.515
JDST 354,354,72,9,20,21,8,5,4,1,0,0,0,0,0,4,50,17,1,0,4,3.447
JDST 410,410,14,3,7,3,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,3.864
JPN 101,101,1676,519,395,178,146,131,72,55,63,27,25,18,7,40,1092,349,145,50,40,3.423
JPN 102,102,1288,339,257,152,128,122,88,52,56,38,17,10,4,25,748,338,146,31,25,3.341
JPN 103,103,1057,193,194,140,100,130,82,58,69,29,15,10,2,35,527,312,156,27,35,3.178
JPN 199,199,58,15,21,8,6,6,0,0,1,0,0,0,0,1,44,12,1,0,1,3.679
JPN 201,201,903,104,210,153,97,118,70,60,36,22,11,10,3,9,467,285,118,24,9,3.277
JPN 202,202,859,135,201,127,102,104,76,34,33,20,12,4,2,9,463,282,87,18,9,3.337
JPN 203,203,790,108,162,103,80,110,62,42,53,37,14,6,0,13,373,252,132,20,13,3.18
JPN 250,250,373,47,79,90,44,31,22,21,8,14,3,1,2,11,216,97,43,6,11,3.295
JPN 301,301,558,70,136,89,76,74,45,20,26,13,3,5,1,0,295,195,59,9,0,3.364
JPN 302,302,498,67,132,82,53,67,45,20,19,9,1,3,0,0,281,165,48,4,0,3.414
JPN 303,303,472,73,108,79,53,58,30,33,22,10,1,2,1,2,260,141,65,4,2,3.362
JPN 305,305,384,36,47,76,39,51,43,18,25,27,6,3,7,6,159,133,70,16,6,3.031
JPN 306,306,593,83,207,53,24,109,41,11,40,6,5,0,3,11,343,174,57,8,11,3.368
JPN 307,307,602,74,180,84,54,73,43,21,25,19,5,5,5,14,338,170,65,15,14,3.299
JPN 315,315,194,20,45,29,24,44,9,4,10,4,1,2,1,1,94,77,18,4,1,3.313
JPN 320,320,20,6,7,2,0,2,0,0,0,3,0,0,0,0,15,2,3,0,0,3.525
JPN 399,399,156,15,49,17,17,15,12,6,9,2,3,3,3,5,81,44,17,9,5,3.183
JPN 407,407,39,5,9,11,7,3,2,2,0,0,0,0,0,0,25,12,2,0,0,3.559
JPN 410,410,258,30,98,33,23,34,9,11,10,3,1,4,0,2,161,66,24,5,2,3.457
JPN 411,411,261,33,46,47,32,32,28,19,10,8,3,1,0,2,126,92,37,4,2,3.254
JPN 412,412,194,13,24,24,16,36,29,16,20,11,0,2,0,3,61,81,47,2,3,2.956
JPN 413,413,104,17,16,11,10,18,12,11,5,4,0,0,0,0,44,40,20,0,0,3.213
JPN 414,414,207,13,54,36,28,23,13,12,16,7,0,3,1,1,103,64,35,4,1,3.251
JPN 415,415,163,15,44,26,14,23,18,8,8,3,0,1,2,1,85,55,19,3,1,3.3
JPN 416,416,126,16,24,30,14,14,9,5,10,2,0,1,0,1,70,37,17,1,1,3.329
JPN 434,434,23,1,6,2,6,2,1,2,2,1,0,0,0,0,9,9,5,0,0,3.226
JPN 435,435,10,0,2,1,1,2,1,2,1,0,0,0,0,0,3,4,3,0,0,3.03
JPN 436,436,11,0,4,1,0,5,0,0,1,0,0,0,0,0,5,5,1,0,0,3.336
JPN 455,455,54,12,24,5,5,4,1,2,1,0,0,0,0,0,41,10,3,0,0,3.709
JPN 471,471,49,3,15,13,10,3,4,0,0,0,0,0,0,1,31,17,0,0,1,3.529
JPN 473,473,74,33,18,11,5,4,0,2,0,0,0,0,0,1,62,9,2,0,1,3.754
JPN 480,480,57,10,12,13,5,8,4,1,0,2,0,1,0,1,35,17,3,1,1,3.405
KRN 101,101,787,253,179,102,65,68,35,19,25,21,4,6,0,10,534,168,65,10,10,3.506
KRN 102,102,616,211,134,73,52,64,39,21,10,5,1,0,1,5,418,155,36,2,5,3.568
KRN 103,103,574,172,130,87,56,47,24,17,21,13,1,0,1,5,389,127,51,2,5,3.529
KRN 151,151,117,4,20,19,25,15,15,9,3,5,1,0,0,1,43,55,17,1,1,3.169
KRN 151M,151M,77,1,31,9,14,3,7,5,5,0,1,0,1,0,41,24,10,2,0,3.362
KRN 201,201,435,75,116,66,53,38,30,28,15,7,1,0,0,6,257,121,50,1,6,3.415
KRN 202,202,384,93,102,70,39,33,15,18,5,6,1,0,0,2,265,87,29,1,2,3.568
KRN 203,203,350,93,86,54,33,37,8,16,11,5,2,1,2,2,233,78,32,5,2,3.513
KRN 301,301,174,36,49,31,21,14,10,5,4,2,0,0,1,1,116,45,11,1,1,3.544
KRN 302,302,157,34,51,30,21,11,6,2,0,0,1,0,1,0,115,38,2,2,0,3.669
KRN 303,303,121,22,34,22,17,12,4,3,5,2,0,0,0,0,78,33,10,0,0,3.542
KRN 309,309,226,31,45,30,41,34,13,8,7,3,0,3,2,9,106,88,18,5,9,3.227
KRN 315,315,118,23,32,7,22,15,2,6,5,0,1,2,1,2,62,39,11,4,2,3.362
KRN 360,360,39,2,15,12,3,4,2,1,0,0,0,0,0,0,29,9,1,0,0,3.641
KRN 361,361,296,12,61,73,58,40,21,10,8,3,1,2,2,5,146,119,21,5,5,3.307
KRN 362M,362M,54,4,12,20,14,2,0,0,0,1,0,0,0,1,36,16,1,0,1,3.554
KRN 410,410,94,8,28,20,15,9,4,3,0,1,0,0,2,4,56,28,4,2,4,3.354
LA 199,199,20,0,6,4,5,3,1,1,0,0,0,0,0,0,10,9,1,0,0,3.465
LA 227,227,140,40,48,25,5,6,4,3,3,1,1,2,1,1,113,15,7,4,1,3.631
LA 260,260,1215,253,529,129,76,117,34,20,21,9,6,7,0,14,911,227,50,13,14,3.635
LA 326,326,310,54,88,35,23,33,15,22,20,2,1,2,0,15,177,71,44,3,15,3.259
LA 327,327,151,13,41,12,11,29,6,10,17,2,1,0,0,9,66,46,29,1,9,3.057
LA 328,328,181,20,88,16,15,20,6,1,8,1,2,0,0,4,124,41,10,2,4,3.533
LA 333,333,65,1,11,15,9,7,9,4,2,3,1,1,0,2,27,25,9,2,2,3.063
LA 337,337,1037,185,339,133,82,140,28,25,44,9,10,11,2,29,657,250,78,23,29,3.414
LA 352,352,37,4,14,6,6,1,1,2,1,1,0,0,1,0,24,8,4,1,0,3.478
LA 362,362,99,12,32,20,16,9,3,1,1,1,1,0,0,3,64,28,3,1,3,3.487
LA 366,366,131,6,39,15,8,44,5,5,8,1,0,0,0,0,60,57,14,0,0,3.333
LA 375,375,107,23,31,13,13,11,6,4,3,1,0,1,0,1,67,30,8,1,1,3.496
LA 390,390,2509,356,1069,349,154,294,87,40,73,25,6,16,8,32,1774,535,138,30,32,3.558
LA 407,407,20,2,6,6,5,0,0,0,0,1,0,0,0,0,14,5,1,0,0,3.62
LA 408,408,26,1,12,9,4,0,0,0,0,0,0,0,0,0,22,4,0,0,0,3.788
LA 410,410,462,67,110,101,56,62,25,9,11,3,2,1,3,12,278,143,23,6,12,3.406
LA 413,413,281,27,70,44,35,39,18,10,24,5,1,0,0,8,141,92,39,1,8,3.248
LA 415,415,149,45,42,13,9,10,8,2,6,1,0,1,0,12,100,27,9,1,12,3.334
LA 417,417,27,5,10,5,2,3,0,0,1,0,0,0,0,1,20,5,1,0,1,3.559
LA 423,423,24,1,3,7,11,2,0,0,0,0,0,0,0,0,11,13,0,0,0,3.508
LA 429,429,103,28,47,11,5,7,2,0,2,0,0,0,0,1,86,14,2,0,1,3.763
LA 440,440,81,3,23,10,8,14,12,1,7,1,0,0,0,2,36,34,9,0,2,3.207
LA 441,441,113,5,32,24,24,16,8,0,2,1,0,0,0,1,61,48,3,0,1,3.463
LA 450,450,43,4,13,5,6,6,4,0,1,0,0,0,0,4,22,16,1,0,4,3.188
LA 451,451,20,6,14,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4.0
LA 452,452,56,13,13,13,7,5,2,1,2,0,0,0,0,0,39,14,3,0,0,3.605
LA 453,453,67,12,26,5,4,10,1,3,1,0,0,0,0,5,43,15,4,0,5,3.363
LA 459,459,170,70,51,23,6,9,0,4,2,1,0,0,0,4,144,15,7,0,4,3.711
LA 462,462,25,8,10,3,1,1,0,1,0,1,0,0,0,0,21,2,2,0,0,3.736
LA 464,464,26,3,9,1,1,6,3,0,2,1,0,0,0,0,13,10,3,0,0,3.338
LA 465,465,26,0,10,1,2,5,0,2,5,0,0,0,0,1,11,7,7,0,1,3.073
LA 466,466,14,0,5,3,1,3,0,1,0,0,0,0,0,1,8,4,1,0,1,3.264
LA 472,472,45,10,16,4,3,6,1,1,2,0,0,0,0,2,30,10,3,0,2,3.46
LA 474,474,184,48,46,26,9,25,9,2,8,3,1,1,2,4,120,43,13,4,4,3.427
LA 475,475,129,19,51,9,9,18,7,4,3,3,1,1,0,4,79,34,10,2,4,3.399
LA 484,484,21,0,4,4,7,5,1,0,0,0,0,0,0,0,8,13,0,0,0,3.41
LA 490,490,37,1,5,7,14,4,1,1,3,1,0,0,0,0,13,19,5,0,0,3.265
LA 507,507,27,5,8,7,4,1,2,0,0,0,0,0,0,0,20,7,0,0,0,3.685
LA 510,510,159,16,55,34,17,25,5,2,1,2,0,0,0,2,105,47,5,0,2,3.55
LA 513,513,88,2,36,28,9,12,1,0,0,0,0,0,0,0,66,22,0,0,0,3.682
LA 515,515,82,11,48,8,7,7,0,1,0,0,0,0,0,0,67,14,1,0,0,3.805
LA 517,517,23,9,9,1,2,1,0,0,0,0,0,0,0,1,19,3,0,0,1,3.709
LA 540,540,53,16,28,2,4,3,0,0,0,0,0,0,0,0,46,7,0,0,0,3.879
LA 541,541,81,16,22,21,15,7,0,0,0,0,0,0,0,0,59,22,0,0,0,3.706
LA 550,550,37,9,19,5,2,2,0,0,0,0,0,0,0,0,33,4,0,0,0,3.868
LA 551,551,29,7,18,2,1,1,0,0,0,0,0,0,0,0,27,2,0,0,0,3.921
LA 552,552,27,11,11,3,1,1,0,0,0,0,0,0,0,0,25,2,0,0,0,3.904
LA 553,553,23,12,7,2,1,0,1,0,0,0,0,0,0,0,21,2,0,0,0,3.887
LA 559,559,76,13,30,23,5,3,0,1,0,0,0,0,0,1,66,8,1,0,1,3.749
LA 562,562,20,0,11,4,2,1,2,0,0,0,0,0,0,0,15,5,0,0,0,3.69
LA 564,564,32,13,16,0,1,1,0,1,0,0,0,0,0,0,29,2,1,0,0,3.894
LA 565,565,15,7,5,2,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0,3.893
LA 566,566,25,3,12,3,5,1,1,0,0,0,0,0,0,0,18,7,0,0,0,3.732
LA 572,572,9,4,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4.0
LA 574,574,66,26,23,7,3,5,1,0,0,0,0,0,0,1,56,9,0,0,1,3.78
LA 575,575,84,28,40,7,2,4,3,0,0,0,0,0,0,0,75,9,0,0,0,3.864
LA 608,608,24,5,14,4,0,0,1,0,0,0,0,0,0,0,23,1,0,0,0,3.896
LA 610,610,14,0,3,8,1,2,0,0,0,0,0,0,0,0,11,3,0,0,0,3.636
LA 699,699,139,16,67,24,20,4,6,0,0,0,0,0,0,2,107,30,0,0,2,3.705
LAS 199,199,13,5,5,2,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3.9
LAS 200,200,293,38,80,80,29,26,16,3,6,0,0,1,0,14,198,71,9,1,14,3.429
LAS 211,211,131,22,24,36,14,15,9,2,3,0,1,0,1,4,82,38,5,2,4,3.399
LAS 212,212,25,5,10,7,0,1,0,0,1,0,0,1,0,0,22,1,1,1,0,3.676
LAS 407,407,58,8,25,12,5,2,2,1,0,0,0,0,0,3,45,9,1,0,3,3.562
LAT 101,101,244,15,62,24,27,26,17,7,20,12,5,9,9,11,101,70,39,23,11,2.902
LAT 102,102,116,3,24,13,12,14,12,12,3,8,6,3,1,5,40,38,23,10,5,2.834
LAT 103,103,113,5,39,12,15,18,7,5,4,3,3,1,0,1,56,40,12,4,1,3.295
LAT 301,301,83,5,18,11,6,14,9,4,7,2,0,0,0,7,34,29,13,0,7,2.957
LAT 302,302,73,4,23,10,11,5,6,3,6,2,1,1,1,0,37,22,11,3,0,3.258
LAT 303,303,71,1,12,11,14,10,8,5,4,2,0,0,1,3,24,32,11,1,3,3.015
LAW 101,101,2269,146,815,256,197,416,108,96,121,32,16,23,4,39,1217,721,249,43,39,3.325
LAW 102,102,1819,78,504,152,195,447,152,110,136,14,11,13,1,6,734,794,260,25,6,3.223
LAW 103,103,1175,138,306,116,87,244,81,38,89,22,16,14,5,19,560,412,149,35,19,3.221
LAW 104,104,589,39,181,58,59,87,40,34,42,16,10,7,3,13,278,186,92,20,13,3.175
LAW 199,199,165,2,42,20,29,36,5,9,13,2,0,2,0,5,64,70,24,2,5,3.147
LAW 201,201,803,124,317,132,74,71,39,7,12,5,2,1,1,18,573,184,24,4,18,3.571
LAW 202,202,501,19,74,94,90,66,48,28,29,19,2,11,4,17,187,204,76,17,17,3.025
LAW 203,203,442,26,116,71,41,77,37,19,18,12,2,3,3,17,213,155,49,8,17,3.178
LAW 204,204,585,88,182,83,65,77,25,12,26,6,1,3,0,17,353,167,44,4,17,3.409
LAW 250,250,159,23,80,19,6,14,4,2,8,1,1,0,0,1,122,24,11,1,1,3.638
LAW 301,301,352,40,67,72,61,47,35,19,6,1,0,1,2,1,179,143,26,3,1,3.384
LAW 304,304,192,9,60,46,33,23,4,5,0,5,1,1,0,5,115,60,10,2,5,3.423
LAW 305,305,21,0,5,5,1,5,3,0,1,0,0,1,0,0,10,9,1,1,0,3.233
LAW 310,310,180,10,56,32,21,33,9,11,5,1,1,0,0,1,98,63,17,1,1,3.407
LAW 399,399,141,2,20,32,31,28,19,7,1,1,0,0,0,0,54,78,9,0,0,3.289
LAW 410,410,856,37,311,136,81,157,35,24,47,5,1,9,0,13,484,273,76,10,13,3.383
LAW 415,415,283,26,46,53,43,31,24,19,12,7,7,4,3,8,125,98,38,14,8,3.105
LAW 416,416,111,4,20,22,9,22,11,4,11,1,0,4,0,3,46,42,16,4,3,3.06
LAW 417,417,40,1,10,3,2,21,0,1,2,0,0,0,0,0,14,23,3,0,0,3.275
LAW 600,600,33,2,15,7,5,4,0,0,0,0,0,0,0,0,24,9,0,0,0,3.709
LAW 607,607,135,10,37,35,25,17,7,3,1,0,0,0,0,0,82,49,4,0,0,3.547
LAW 610,610,3236,221,870,691,546,425,235,121,80,29,6,7,0,5,1782,1206,230,13,5,3.441
LAW 611,611,1365,25,138,166,210,269,222,164,109,33,1,21,0,7,329,701,306,22,7,2.959
LAW 613,613,1334,11,73,116,257,425,241,77,80,43,2,7,0,2,200,923,200,9,2,2.968
LAW 614,614,11,0,1,4,4,2,0,0,0,0,0,0,0,0,5,6,0,0,0,3.455
LAW 615,615,1474,10,125,146,257,366,275,120,98,51,4,17,0,5,281,898,269,21,5,2.951
LAW 617,617,1300,3,76,163,254,364,264,57,66,33,4,11,0,5,242,882,156,15,5,2.998
LAW 618,618,1176,13,132,137,171,236,211,124,86,35,14,16,0,1,282,618,245,30,1,2.959
LAW 619,619,193,0,50,56,42,28,10,2,5,0,0,0,0,0,106,80,7,0,0,3.479
LAW 620,620,944,61,123,166,220,180,125,48,13,5,0,3,0,0,350,525,66,3,0,3.286
LAW 622,622,1338,21,106,156,170,210,275,164,117,81,11,10,0,17,283,655,362,21,17,2.834
LAW 623,623,1166,33,109,138,173,207,215,119,91,45,22,9,0,5,280,595,255,31,5,2.934
LAW 624,624,110,39,51,13,3,2,2,0,0,0,0,0,0,0,103,7,0,0,0,3.904
LAW 625,625,11,0,2,2,4,1,2,0,0,0,0,0,0,0,4,7,0,0,0,3.364
LAW 626,626,63,3,15,12,16,11,5,0,1,0,0,0,0,0,30,32,1,0,0,3.456
LAW 627,627,84,1,28,12,15,13,8,6,0,1,0,0,0,0,41,36,7,0,0,3.405
LAW 628,628,67,7,26,5,21,5,3,0,0,0,0,0,0,0,38,29,0,0,0,3.625
LAW 629,629,136,2,28,25,29,31,15,5,0,0,0,1,0,0,55,75,5,1,0,3.34
LAW 630,630,59,7,26,16,6,1,1,0,2,0,0,0,0,0,49,8,2,0,0,3.741
LAW 632,632,286,6,40,50,61,48,39,25,13,3,1,0,0,0,96,148,41,1,0,3.18
LAW 633,633,31,5,15,6,4,1,0,0,0,0,0,0,0,0,26,5,0,0,0,3.819
LAW 634,634,144,10,41,61,23,6,3,0,0,0,0,0,0,0,112,32,0,0,0,3.692
LAW 635,635,54,1,15,3,8,5,8,8,6,0,0,0,0,0,19,21,14,0,0,3.12
LAW 636,636,321,9,59,56,62,74,37,12,9,3,0,0,0,0,124,173,24,0,0,3.291
LAW 637,637,839,21,143,124,180,191,74,51,42,11,0,1,0,1,288,445,104,1,1,3.221
LAW 640,640,69,1,13,8,10,21,12,3,1,0,0,0,0,0,22,43,4,0,0,3.23
LAW 641,641,40,0,9,8,8,6,7,2,0,0,0,0,0,0,17,21,2,0,0,3.338
LAW 642,642,106,6,39,12,18,10,10,5,3,2,1,0,0,0,57,38,10,1,0,3.425
LAW 643,643,1322,21,116,133,183,312,256,110,99,50,17,14,0,11,270,751,259,31,11,2.907
LAW 644,644,1222,35,204,199,214,294,138,50,50,28,5,4,0,1,438,646,128,9,1,3.213
LAW 645,645,81,3,16,20,18,14,9,1,0,0,0,0,0,0,39,41,1,0,0,3.432
LAW 646,646,106,4,21,19,23,20,14,3,2,0,0,0,0,0,44,57,5,0,0,3.348
LAW 647,647,49,0,3,17,11,17,1,0,0,0,0,0,0,0,20,29,0,0,0,3.365
LAW 648,648,170,0,34,46,39,34,14,2,1,0,0,0,0,0,80,87,3,0,0,3.419
LAW 649,649,1190,29,220,248,272,237,133,23,15,9,0,3,0,1,497,642,47,3,1,3.347
LAW 651,651,85,10,63,10,1,1,0,0,0,0,0,0,0,0,83,2,0,0,0,3.945
LAW 652,652,1235,19,220,248,276,247,178,25,14,6,0,0,0,2,487,701,45,0,2,3.321
LAW 653,653,29,2,9,9,6,2,0,0,0,0,0,0,0,1,20,8,0,0,1,3.555
LAW 655,655,356,11,44,37,82,91,44,22,15,8,0,1,0,1,92,217,45,1,1,3.131
LAW 658,658,174,24,36,34,39,28,7,1,0,4,0,1,0,0,94,74,5,1,0,3.491
LAW 659,659,89,16,19,22,13,12,5,1,1,0,0,0,0,0,57,30,2,0,0,3.574
LAW 660,660,255,2,33,53,85,54,25,3,0,0,0,0,0,0,88,164,3,0,0,3.345
LAW 661,661,95,1,17,16,20,22,14,3,2,0,0,0,0,0,34,56,5,0,0,3.283
LAW 662,662,88,6,14,19,14,14,10,4,4,1,2,0,0,0,39,38,9,2,0,3.261
LAW 664,664,467,16,81,66,89,121,31,24,26,9,0,3,0,1,163,241,59,3,1,3.208
LAW 665,665,60,3,12,16,11,8,5,2,2,1,0,0,0,0,31,24,5,0,0,3.388
LAW 667,667,221,4,35,80,66,26,8,2,0,0,0,0,0,0,119,100,2,0,0,3.502
LAW 668,668,177,24,40,30,33,27,15,4,3,1,0,0,0,0,94,75,8,0,0,3.471
LAW 669,669,208,0,54,35,54,40,14,1,8,1,0,1,0,0,89,108,10,1,0,3.377
LAW 671,671,167,3,57,44,29,24,4,1,3,1,0,1,0,0,104,57,5,1,0,3.547
LAW 673,673,43,7,7,7,3,7,4,7,1,0,0,0,0,0,21,14,8,0,0,3.295
LAW 674,674,67,5,30,25,5,1,0,1,0,0,0,0,0,0,60,6,1,0,0,3.796
LAW 678,678,158,12,60,44,26,10,5,1,0,0,0,0,0,0,116,41,1,0,0,3.686
LAW 679,679,166,36,64,27,27,10,1,0,0,1,0,0,0,0,127,38,1,0,0,3.755
LAW 680,680,434,15,60,63,84,83,65,45,12,7,0,0,0,0,138,232,64,0,0,3.166
LAW 681,681,87,4,18,24,15,10,8,2,2,4,0,0,0,0,46,33,8,0,0,3.371
LAW 683,683,46,0,19,8,7,12,0,0,0,0,0,0,0,0,27,19,0,0,0,3.58
LAW 684,684,486,81,75,74,75,82,54,29,8,6,1,0,0,1,230,211,43,1,1,3.357
LAW 685,685,459,11,101,82,73,111,62,10,8,0,0,1,0,0,194,246,18,1,0,3.339
LAW 687,687,17,0,3,2,3,3,4,1,0,0,0,0,1,0,5,10,1,1,0,3.065
LAW 690,690,29,8,11,5,4,1,0,0,0,0,0,0,0,0,24,5,0,0,0,3.817
LAW 693,693,10,2,3,0,0,3,1,1,0,0,0,0,0,0,5,4,1,0,0,3.4
LAW 694,694,208,23,59,47,50,22,5,1,0,1,0,0,0,0,129,77,2,0,0,3.608
LAW 695,695,170,20,55,46,38,9,1,1,0,0,0,0,0,0,121,48,1,0,0,3.692
